lyrics,song,album,artist,genre
But I liked it better when you were on my side,the story of us,speak now,taylor swift,pop
The battle's in your hands now,the story of us,speak now,taylor swift,pop
But I would lay my armor down,the story of us,speak now,taylor swift,pop
If you say you'd rather love than fight,the story of us,speak now,taylor swift,pop
So many things that you wish I knew,the story of us,speak now,taylor swift,pop
But the story of us might be ending soon,the story of us,speak now,taylor swift,pop
Now I'm standing alone in a crowded room,the story of us,speak now,taylor swift,pop
And we're not speaking,the story of us,speak now,taylor swift,pop
"And I'm dying to know, is it killing you",the story of us,speak now,taylor swift,pop
"Like it's killing me, yeah",the story of us,speak now,taylor swift,pop
But I don't know what to say,the story of us,speak now,taylor swift,pop
Since the twist of fate,the story of us,speak now,taylor swift,pop
When it all broke down,the story of us,speak now,taylor swift,pop
And the story of us,the story of us,speak now,taylor swift,pop
"Looks a lot like a tragedy now, now, now",the story of us,speak now,taylor swift,pop
And we're not speaking,the story of us,speak now,taylor swift,pop
"And I'm dying to know, is it killing you",the story of us,speak now,taylor swift,pop
"Like it's killing me, yeah",the story of us,speak now,taylor swift,pop
I don't know what to say,the story of us,speak now,taylor swift,pop
Since the twist of fate,the story of us,speak now,taylor swift,pop
'Cause we're going down,the story of us,speak now,taylor swift,pop
And the story of us,the story of us,speak now,taylor swift,pop
Looks a lot like a tragedy now,the story of us,speak now,taylor swift,pop
The end.,the story of us,speak now,taylor swift,pop
Your little hand's wrapped around my finger,never grow up,speak now,taylor swift,pop
And it's so quiet in the world tonight,never grow up,speak now,taylor swift,pop
Your little eyelids flutter 'cause you're dreaming,never grow up,speak now,taylor swift,pop
"So I tuck you in, turn on your favorite night light",never grow up,speak now,taylor swift,pop
To you everything's funny,never grow up,speak now,taylor swift,pop
You've got nothing to regret,never grow up,speak now,taylor swift,pop
"I'd give all I have, honey",never grow up,speak now,taylor swift,pop
If you could stay like that,never grow up,speak now,taylor swift,pop
"Oh, darling, don't you ever grow up",never grow up,speak now,taylor swift,pop
Don't you ever grow up,never grow up,speak now,taylor swift,pop
Just stay this little,never grow up,speak now,taylor swift,pop
"Oh, darling, don't you ever grow up",never grow up,speak now,taylor swift,pop
Don't you ever grow up,never grow up,speak now,taylor swift,pop
It could stay this simple,never grow up,speak now,taylor swift,pop
I won't let nobody hurt you,never grow up,speak now,taylor swift,pop
Won't let no one break your heart,never grow up,speak now,taylor swift,pop
"No, no one will desert you",never grow up,speak now,taylor swift,pop
Just try to never grow up,never grow up,speak now,taylor swift,pop
Never grow up,never grow up,speak now,taylor swift,pop
You're in the car on the way to the movies,never grow up,speak now,taylor swift,pop
And you're mortified your mom's dropping you off,never grow up,speak now,taylor swift,pop
At fourteen there is just so much you can't do,never grow up,speak now,taylor swift,pop
And you can't wait to move out someday and call your own shots,never grow up,speak now,taylor swift,pop
But don't make her drop you off around the block,never grow up,speak now,taylor swift,pop
"Remember that she's getting older, too",never grow up,speak now,taylor swift,pop
And don't lose the way that you dance around in your PJ's,never grow up,speak now,taylor swift,pop
Getting ready for school,never grow up,speak now,taylor swift,pop
"Oh, darling, don't you ever grow up",never grow up,speak now,taylor swift,pop
Don't you ever grow up,never grow up,speak now,taylor swift,pop
Just stay this little,never grow up,speak now,taylor swift,pop
"Oh, darling, don't you ever grow up",never grow up,speak now,taylor swift,pop
Don't you ever grow up,never grow up,speak now,taylor swift,pop
It could stay this simple,never grow up,speak now,taylor swift,pop
And no one's ever burned you,never grow up,speak now,taylor swift,pop
Nothing's ever left you scarred,never grow up,speak now,taylor swift,pop
And even though you want to,never grow up,speak now,taylor swift,pop
Just try to never grow up,never grow up,speak now,taylor swift,pop
Take pictures in your mind of your childhood room,never grow up,speak now,taylor swift,pop
Memorize what it sounded like when your dad gets home,never grow up,speak now,taylor swift,pop
"Remember the footsteps, remember the words said",never grow up,speak now,taylor swift,pop
And all your little brother's favorite songs,never grow up,speak now,taylor swift,pop
I just realized everything I have is someday gonna be gone,never grow up,speak now,taylor swift,pop
So here I am in my new apartment,never grow up,speak now,taylor swift,pop
"In a big city, they just dropped me off",never grow up,speak now,taylor swift,pop
It's so much colder than I thought it would be,never grow up,speak now,taylor swift,pop
So I tuck myself in and turn my nightlight on,never grow up,speak now,taylor swift,pop
Wish I'd never grown up,never grow up,speak now,taylor swift,pop
I wish I'd never grown up,never grow up,speak now,taylor swift,pop
"Oh, I don't wanna grow up",never grow up,speak now,taylor swift,pop
Wish I'd never grown up,never grow up,speak now,taylor swift,pop
Could still be little,never grow up,speak now,taylor swift,pop
"Oh, I don't wanna grow up",never grow up,speak now,taylor swift,pop
Wish I'd never grown up,never grow up,speak now,taylor swift,pop
It could still be simple,never grow up,speak now,taylor swift,pop
"Oh, darling don't you ever grow up",never grow up,speak now,taylor swift,pop
Don't you ever grow up,never grow up,speak now,taylor swift,pop
Just stay this little,never grow up,speak now,taylor swift,pop
"Oh, darling don't you ever grow up",never grow up,speak now,taylor swift,pop
Don't you ever grow up,never grow up,speak now,taylor swift,pop
It could stay this simple,never grow up,speak now,taylor swift,pop
I won't let nobody hurt you,never grow up,speak now,taylor swift,pop
Won't let no one break your heart,never grow up,speak now,taylor swift,pop
And even though you want to,never grow up,speak now,taylor swift,pop
Please try to never grow up,never grow up,speak now,taylor swift,pop
Don't you ever grow up,never grow up,speak now,taylor swift,pop
Never grow up,never grow up,speak now,taylor swift,pop
Just never grow up,never grow up,speak now,taylor swift,pop
There I was again tonight,enchanted,speak now,taylor swift,pop
"Forcing laughter, faking smiles",enchanted,speak now,taylor swift,pop
"Same old tired, lonely place",enchanted,speak now,taylor swift,pop
Walls of insincerity,enchanted,speak now,taylor swift,pop
Shifting eyes and vacancy,enchanted,speak now,taylor swift,pop
Vanished when I saw your face,enchanted,speak now,taylor swift,pop
All I can say is it was enchanting to meet you,enchanted,speak now,taylor swift,pop
"Your eyes whispered, have we met?",enchanted,speak now,taylor swift,pop
Cross the room your silhouette,enchanted,speak now,taylor swift,pop
Starts to make its way to me,enchanted,speak now,taylor swift,pop
The playful conversation starts,enchanted,speak now,taylor swift,pop
Counter all your quick remarks,enchanted,speak now,taylor swift,pop
Like passing notes in secrecy,enchanted,speak now,taylor swift,pop
And it was enchanting to meet you,enchanted,speak now,taylor swift,pop
All I can say is I was enchanted to meet you,enchanted,speak now,taylor swift,pop
"This night is sparkling, don't you let it go",enchanted,speak now,taylor swift,pop
"I'm wonderstruck, blushing on the way home",enchanted,speak now,taylor swift,pop
I'll spend forever wondering if you know,enchanted,speak now,taylor swift,pop
I was enchanted to meet you,enchanted,speak now,taylor swift,pop
The lingering question kept me up,enchanted,speak now,taylor swift,pop
"Two a.m., who do you love?",enchanted,speak now,taylor swift,pop
I wonder till I'm wide awake,enchanted,speak now,taylor swift,pop
And now I'm pacing back and forth,enchanted,speak now,taylor swift,pop
Wishing you were at my door,enchanted,speak now,taylor swift,pop
I'd open up and you would say,enchanted,speak now,taylor swift,pop
"Hey, it was enchanting to meet you",enchanted,speak now,taylor swift,pop
All I know is I was enchanted to meet you,enchanted,speak now,taylor swift,pop
"This night is sparkling, don't you let it go",enchanted,speak now,taylor swift,pop
"I'm wonderstruck, blushing all the way home",enchanted,speak now,taylor swift,pop
I'll spend forever wondering if you know,enchanted,speak now,taylor swift,pop
"This night is flawless, don't you let it go",enchanted,speak now,taylor swift,pop
"I'm wonderstruck, dancing 'round all alone",enchanted,speak now,taylor swift,pop
I'll spend forever wondering if you know,enchanted,speak now,taylor swift,pop
I was enchanted to meet you,enchanted,speak now,taylor swift,pop
This is me praying that,enchanted,speak now,taylor swift,pop
This was the very first page,enchanted,speak now,taylor swift,pop
Not where the storyline ends,enchanted,speak now,taylor swift,pop
My thoughts will echo your name,enchanted,speak now,taylor swift,pop
Until I see you again,enchanted,speak now,taylor swift,pop
These are the words I held back,enchanted,speak now,taylor swift,pop
As I was leaning to say,enchanted,speak now,taylor swift,pop
I was enchanted to meet you,enchanted,speak now,taylor swift,pop
Please don't be in love with someone else,enchanted,speak now,taylor swift,pop
Please don't have somebody waiting on you,enchanted,speak now,taylor swift,pop
